Unnamed: 0,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
99,CA,Goleta Valley Cottage Hospital,Santa Barbara,24,"1,217","3,084","$289,431"
100,CA,Good Samaritan Hospital,San Jose,357,"13,405","66,728","$5,103,008"
101,CA,Good Samaritan Hospital,Bakersfield,64,"1,608","6,099","$51,216"
102,CA,Greater El Monte Community Hospital,South El Monte,117,"2,173","11,007","$281,434"
103,CA,Harbor-UCLA Medical Center,Torrance,407,"17,695","91,461","$2,265,822"
104,CA,Hemet Global Medical Center,Hemet,309,"7,852","43,125","$748,893"
105,CA,Henry Mayo Newhall Memorial Hospital,Valencia,357,"10,515","53,580","$2,221,958"
106,CA,Hi-Desert Medical Center,Joshua Tree,175,"1,726","6,312","$462,568"
107,CA,Hoag Hospital Irvine,Irvine,0,0,0,$0
108,CA,Hoag Hospital Newport Beach,Newport Beach,530,"31,699","138,693","$4,181,348"
109,CA,Hoag Orthopedic Institute,Irvine,70,"2,011","4,744","$494,824"
110,CA,Huntington Beach Hospital,Huntington Beach,131,"2,177","12,837","$220,955"
111,CA,Huntington Health,Pasadena,531,"23,311","117,271","$4,033,231"
112,CA,Jacobs Medical Center at UC San Diego Health,La Jolla,0,0,0,$0
113,CA,John F. Kennedy Memorial Hospital,Indio,130,"6,182","21,174","$1,404,702"
114,CA,Kaiser Permanente Fremont Medical Center,Fremont,100,"4,371","22,066","$1,049,866"
115,CA,Kaiser Permanente Manteca Medical Center,Manteca,213,"14,165","58,263","$2,357,171"
116,CA,Kaiser Permanente Sacramento Medical Center,Sacramento,287,"12,345","56,707","$2,662,651"
117,CA,Kaiser Permanente San Diego Medical Center,San Diego,0,0,0,$0
118,CA,Kaiser Permanente San Francisco Medical Center,San Francisco,239,"12,010","61,084","$1,908,245"
119,CA,Kaiser Permanente South San Francisco Medical Center,South San Francisco,120,"5,530","24,187","$910,780"
120,CA,Kaiser Permanente Zion Medical Center,San Diego,596,"24,064","106,024","$3,983,447"
121,CA,Kaweah Health Medical Center,Visalia,608,"21,588","126,508","$2,552,797"
122,CA,Kern Medical Center,Bakersfield,222,"15,035","60,292","$1,148,662"
123,CA,LA Downtown Medical Center Downtown Campus,Los Angeles,234,"7,285","69,770","$383,408"
124,CA,La Palma Intercommunity Hospital,La Palma,138,"2,288","9,718","$182,019"
125,CA,Laguna Honda Hospital and Rehabilitation Center,San Francisco,780,177,"1,113","$431,056"
126,CA,Lakewood Regional Medical Center,Lakewood,168,"7,383","45,108","$2,162,461"
127,CA,Loma Linda University Children's Hospital,Loma Linda,364,"11,845","90,032","$2,307,252"
128,CA,Loma Linda University Medical Center,Loma Linda,482,"23,607","117,723","$7,089,342"
129,CA,Loma Linda University Medical Center - Murrieta,Murrieta,111,"11,098","54,703","$1,422,389"
130,CA,Loma Linda University Medical Center East Campus,Loma Linda,0,0,0,$0
131,CA,Loma Linda University Surgical Hospital,Redlands,0,0,0,$0
132,CA,Lompoc Valley Medical Center,Lompoc,170,"2,208","9,997","$262,301"
133,CA,Long Beach Medical Center,Long Beach,453,"16,085","91,984","$3,965,766"
134,CA,Los Alamitos Medical Center,Los Alamitos,172,"7,969","48,648","$2,363,056"
135,CA,Los Angeles Community Hospital,Los Angeles,212,"9,541","49,003","$577,720"
136,CA,Los Angeles General Medical Center,Los Angeles,670,"30,973","156,740","$3,487,354"
137,CA,Los Angeles Medical Center,Los Angeles,560,"21,327","118,110","$3,674,068"
138,CA,Los Robles Regional Medical Center,Thousand Oaks,350,"14,669","73,645","$3,975,615"
139,CA,Mad River Community Hospital,Arcata,49,"1,895","5,624","$189,822"
140,CA,Marian Regional Medical Center,Santa Maria,388,"15,286","66,397","$2,845,435"
141,CA,Marshall Medical Center,Placerville,111,"4,681","19,526","$1,261,772"
142,CA,"Martin Luther King, Jr. Community Hospital",Los Angeles,131,"9,215","46,538","$3,159,228"
143,CA,Memorial Hospital Los Banos,Los Banos,26,"1,821","6,688","$305,653"
144,CA,Memorial Hospital of Gardena,Gardena,175,"5,499","25,468","$721,635"
145,CA,Memorial Medical Center,Modesto,403,"19,188","99,319","$2,843,562"
146,CA,Menifee Global Medical Center,Menifee,84,"3,834","17,451","$258,531"
147,CA,Mercy General Hospital,Sacramento,313,"12,520","58,366","$3,151,290"
148,CA,Mercy Hospital Downtown Bakersfield,Bakersfield,229,"11,368","51,258","$1,526,719"
149,CA,Mercy Hospital of Folsom,Folsom,106,"6,950","28,121","$1,144,469"
150,CA,Mercy Hospital Southwest,Bakersfield,0,0,0,$0
151,CA,Mercy Medical Center Merced,Merced,186,"11,029","51,677","$1,789,592"
152,CA,Mercy Medical Center Redding,Redding,266,"12,491","70,014","$2,360,929"
153,CA,Mercy San Juan Medical Center,Carmichael,377,"19,838","99,888","$3,386,738"
154,CA,Methodist Hospital of Sacramento,Sacramento,329,"7,808","32,503","$1,372,204"
155,CA,Mills-Peninsula Medical Center,Burlingame,301,"10,719","47,718","$1,976,481"
156,CA,Mission Community Hospital,Panorama City,145,"6,838","45,773","$682,742"
157,CA,Modesto Medical Center,Modesto,0,0,0,$0
158,CA,Montclair Hospital Medical Center,Montclair,106,"2,528","10,839","$252,407"
159,CA,Monterey Park Hospital,Monterey Park,101,"3,577","17,833","$536,894"
160,CA,Moreno Valley Medical Center,Moreno Valley,94,"5,500","19,309","$717,624"
161,CA,Natividad Medical Center,Salinas,172,"8,252","39,450","$1,379,358"
162,CA,Naval Health Clinic Lemoore,Lemoore,0,0,0,$0
163,CA,Naval Hospital Camp Pendleton,Camp Pendleton,0,0,0,$0
164,CA,Naval Hospital Twentynine Palms,Twentynine Palms,0,0,0,$0
165,CA,Naval Medical Center San Diego,San Diego,0,0,0,$0
166,CA,NorthBay Medical Center,Fairfield,204,"9,828","52,992","$4,460,262"
167,CA,NorthBay VacaValley Hospital,Vacaville,50,"2,683","11,822","$540,493"
168,CA,Northridge Hospital Medical Center,Northridge,394,"11,787","56,695","$2,806,231"
169,CA,Norwalk Community Hospital,Norwalk,0,0,0,$0
170,CA,Novato Community Hospital,Novato,47,"1,868","5,978","$291,923"
171,CA,O'Connor Hospital,San Jose,348,"9,357","39,283","$1,482,789"
172,CA,Oak Valley Hospital District,Oakdale,150,625,"3,197","$177,507"
173,CA,Oakland Medical Center,Oakland,365,"21,391","97,651","$3,670,084"
174,CA,Olive View-UCLA Medical Center,Sylmar,275,"12,060","55,840","$1,312,321"
175,CA,Ontario Medical Center,Ontario,0,0,0,$0
176,CA,Orange Coast Memorial Medical Center,Fountain Valley,222,"11,611","52,954","$2,027,718"
177,CA,Orange County Global Medical Center,Santa Ana,282,"8,548","44,211","$969,500"
178,CA,Orange County-Irvine Medical Center,Irvine,0,0,0,$0
179,CA,Oroville Hospital,Oroville,279,"12,899","48,234","$1,079,483"
180,CA,Pacifica Hospital of the Valley,Sun Valley,231,"4,358","24,423","$174,170"
181,CA,Palmdale Regional Medical Center,Palmdale,184,"7,129","39,153","$1,925,202"
182,CA,Palo Alto VA Medical Center,Palo Alto,0,0,0,$0
183,CA,Palo Verde Hospital,Blythe,20,363,"1,229","$58,575"
184,CA,Palomar Medical Center Escondido,Escondido,304,"18,307","78,499","$3,553,710"
185,CA,Palomar Medical Center Poway,Poway,236,"5,856","23,115","$1,001,045"
186,CA,Panorama City Medical Center,Panorama City,218,"8,465","37,971","$1,718,712"
187,CA,Paradise Valley Hospital,National City,291,"6,082","38,259","$411,267"
188,CA,Parkview Community Hospital Medical Center,Riverside,193,"6,265","28,269","$757,825"
189,CA,Patients Hospital of Redding,Redding,0,151,281,"$20,137"
190,CA,Petaluma Valley Hospital,Petaluma,80,"2,332","10,583","$523,388"
191,CA,PIH Health Downey Hospital,Downey,165,"9,576","33,570","$1,223,269"
192,CA,PIH Health Good Samaritan Hospital,Los Angeles,341,"11,820","64,566","$2,000,489"
193,CA,PIH Health Whittier Hospital,Whittier,423,"20,772","95,161","$4,530,111"
194,CA,Pioneers Memorial Hospital,Brawley,107,"4,560","20,359","$449,558"
195,CA,Placentia-Linda Hospital,Placentia,114,"3,155","11,555","$1,247,102"
196,CA,Pomona Valley Hospital Medical Center,Pomona,412,"21,162","99,447","$5,140,756"
197,CA,Porterville Developmental Center,Porterville,17,1,0,"$172,613"
198,CA,Providence Cedars-Sinai Tarzana Medical Center,Tarzana,227,"11,475","49,808","$1,297,701"
199,CA,Providence Holy Cross Medical Center,Mission Hills,377,"16,213","81,141","$2,729,212"
200,CA,Providence Little Company of Mary Medical Center San Pedro,San Pedro,356,"3,976","21,008","$824,759"
201,CA,Providence Little Company of Mary Medical Center Torrance,Torrance,442,"15,892","75,413","$2,017,317"
202,CA,Providence Mission Hospital Laguna Beach,Laguna Beach,189,"3,028","14,617","$246,219"
203,CA,Providence Mission Hospital Mission Viejo,Mission Viejo,488,"15,708","73,004","$3,091,921"
204,CA,Providence Queen of the Valley Medical Center,Napa,200,"5,575","21,273","$1,482,609"
205,CA,Providence Saint Joseph Hospital Orange,Orange,463,"19,045","81,990","$2,814,787"
206,CA,Providence Saint Joseph Medical Center,Burbank,392,"14,315","68,611","$2,452,458"
207,CA,Providence Saint Jude Medical Center,Fullerton,320,"14,218","69,915","$2,582,109"
208,CA,Providence Saint Mary Medical Center,Apple Valley,213,"13,530","71,645","$1,639,798"
209,CA,Providence Santa Rosa Memorial Hospital,Santa Rosa,277,"14,251","68,426","$3,105,960"
210,CA,Providence St. Joseph Hospital Eureka,Eureka,150,"6,603","37,798","$1,542,744"
211,CA,Rancho Los Amigos National Rehabilitation Center,Downey,158,"1,470","15,359","$671,073"
212,CA,Redlands Community Hospital,Redlands,229,"9,448","43,252","$2,170,199"
213,CA,Redwood City Medical Center,Redwood City,140,"8,005","29,562","$1,131,578"
214,CA,Regional Medical Center of San Jose,San Jose,249,"11,690","60,718","$4,596,962"
215,CA,Richmond Medical Center,Richmond,0,0,0,$0
216,CA,Riverside Community Hospital,Riverside,478,"24,964","142,293","$6,904,810"
217,CA,Riverside Medical Center,Riverside,226,"9,908","48,323","$1,856,869"
218,CA,Riverside University Medical Center,Moreno Valley,423,"21,502","130,450","$3,010,227"
219,CA,Ronald Reagan UCLA Medical Center,Los Angeles,446,"21,581","168,022","$6,276,073"
220,CA,Roseville Medical Center,Roseville,352,"24,167","107,393","$3,583,074"
221,CA,Sacramento VA Medical Center,Mather,0,0,0,$0
222,CA,Saddleback Medical Center,Laguna Hills,248,"10,905","46,935","$2,073,325"
223,CA,Saint Agnes Medical Center,Fresno,384,"26,488","117,673","$2,053,986"
224,CA,Saint Bernardine Medical Center,San Bernardino,313,"13,197","70,859","$2,116,387"
225,CA,Saint Francis Memorial Hospital,San Francisco,211,"2,193","16,118","$844,419"
226,CA,Saint John's Regional Medical Center,Oxnard,401,"12,140","62,666","$2,282,869"
227,CA,Saint Louise Regional Hospital,Gilroy,72,"3,023","11,489","$487,767"
228,CA,Saint Mary's Medical Center,San Francisco,168,"3,359","19,908","$887,785"
229,CA,Salinas Valley Health,Salinas,240,"12,372","40,914","$2,497,891"
230,CA,San Antonio Regional Hospital,Upland,363,"14,941","81,673","$3,080,370"
231,CA,San Diego VA Medical Center,San Diego,0,0,0,$0
232,CA,San Dimas Community Hospital,San Dimas,101,"2,788","14,839","$254,071"
233,CA,San Francisco VA Medical Center,San Francisco,0,0,0,$0
234,CA,San Gabriel Valley Medical Center,San Gabriel,273,"6,986","36,098","$1,001,086"
235,CA,San Gorgonio Memorial Hospital,Banning,79,"2,478","10,006","$450,664"
236,CA,San Joaquin General Hospital,French Camp,206,"10,494","61,083","$2,121,796"
237,CA,San Jose Main Campus,San Jose,235,"11,131","46,814","$1,837,620"
238,CA,San Leandro Hospital,San Leandro,48,"2,313","10,131","$337,689"
239,CA,San Leandro Medical Center,San Leandro,206,"11,512","48,001","$1,887,126"
240,CA,San Mateo Medical Center,San Mateo,447,"2,157","11,920","$550,504"
241,CA,San Rafael Medical Center,San Rafael,107,"3,538","15,534","$794,053"
242,CA,San Ramon Regional Medical Center,San Ramon,123,"3,693","17,069","$1,280,126"
243,CA,Santa Barbara Cottage Hospital,Santa Barbara,401,"16,444","84,504","$2,292,579"
244,CA,Santa Clara Medical Center,Santa Clara,343,"17,460","88,491","$3,462,770"
245,CA,Santa Clara Valley Medical Center,San Jose,934,"31,341","175,262","$7,613,219"
246,CA,Santa Paula Hospital,Santa Paula,0,0,0,$0
247,CA,Santa Rosa Hospital,Santa Rosa,162,"9,563","42,120","$1,457,871"
248,CA,Scripps Green Hospital,La Jolla,150,"7,126","32,842","$2,087,481"
249,CA,Scripps Memorial Hospital Encinitas,Encinitas,171,"13,253","57,992","$1,977,567"
250,CA,Scripps Memorial Hospital La Jolla,La Jolla,365,"21,230","113,820","$4,680,804"
251,CA,Scripps Mercy Hospital Chula Vista,Chula Vista,173,"9,592","47,697","$310,012"
252,CA,Scripps Mercy Hospital San Diego,San Diego,523,"28,709","151,120","$5,037,355"
253,CA,Sequoia Hospital,Redwood City,208,"4,167","16,282","$1,260,072"
254,CA,Sharp Chula Vista Medical Center,Chula Vista,449,"17,661","91,824","$3,089,556"
255,CA,Sharp Coronado Hospital,Coronado,181,"2,675","12,243","$638,825"
256,CA,Sharp Grossmont Hospital,La Mesa,542,"26,092","123,739","$4,656,759"
257,CA,Sharp Mary Birch Hospital for Women and Newborns,San Diego,0,0,0,$0
258,CA,Sharp Memorial Hospital,San Diego,862,"31,365","163,703","$6,650,678"
259,CA,Shasta Regional Medical Center,Redding,226,"5,895","27,623","$909,573"
260,CA,Sherman Oaks Hospital,Sherman Oaks,153,"3,519","16,593","$373,543"
261,CA,Sierra Nevada Memorial Hospital,Grass Valley,104,"4,347","18,595","$776,542"
262,CA,Sierra View Medical Center,Porterville,163,"5,643","28,016","$658,909"
263,CA,Sierra Vista Regional Medical Center,San Luis Obispo,162,"5,027","27,098","$1,218,459"
264,CA,Sonoma Valley Hospital,Sonoma,75,779,"3,234","$294,713"
265,CA,South Bay Medical Center,Harbor City,257,"11,087","48,119","$1,999,280"
266,CA,South Coast Global Medical Center,Santa Ana,178,"2,032","7,796","$252,324"
267,CA,South Sacramento Medical Center,Sacramento,233,"15,781","69,718","$2,943,818"
268,CA,Southern California Hospital at Culver City,Culver City,406,"7,021","35,870","$661,412"
269,CA,Southern California Hospital at Hollywood,Hollywood,612,"18,540","98,570","$1,275,032"
270,CA,Southwest Healthcare Inland Valley Hospital,Wildomar,0,0,0,$0
271,CA,Southwest Healthcare Rancho Springs Medical Center,Murrieta,240,"15,556","73,018","$2,048,308"
272,CA,St Joseph's Medical Center Stockton,Stockton,348,"18,853","100,910","$4,116,201"
273,CA,St. Elizabeth Community Hospital,Red Bluff,49,"3,083","13,748","$628,230"
274,CA,St. Francis Medical Center,Lynwood,384,"16,603","93,925","$1,626,212"
275,CA,St. John's Hospital Camarillo,Camarillo,132,"3,733","14,929","$586,625"
276,CA,St. Mary Medical Center,Long Beach,307,"9,353","58,915","$1,230,899"
277,CA,St. Rose Hospital,Hayward,153,"3,991","17,842","$494,075"
278,CA,Stanford Health - ValleyCare,Pleasanton,0,0,0,$0
279,CA,Stanford Health Care - ValleyCare,Livermore,242,"6,531","30,608","$2,080,148"
280,CA,Stanford Hospital,Stanford,603,"30,558","212,390","$29,877,511"
281,CA,Stanislaus Surgical Hospital,Modesto,23,303,353,"$74,594"
282,CA,Sutter Amador Hospital,Jackson,52,"2,161","10,113","$354,482"
283,CA,Sutter Auburn Faith Hospital,Auburn,64,"3,287","11,993","$653,546"
284,CA,Sutter Coast Hospital,Crescent City,49,"1,773","7,360","$329,970"
285,CA,Sutter Davis Hospital,Davis,48,"3,573","12,430","$530,147"
286,CA,Sutter Delta Medical Center,Antioch,119,"6,517","27,444","$853,118"
287,CA,Sutter Maternity and Surgery Center of Santa Cruz,Santa Cruz,28,996,"3,569","$236,998"
288,CA,Sutter Medical Center,Sacramento,523,"28,351","140,242","$4,362,813"
289,CA,Sutter Roseville Medical Center,Roseville,373,"22,464","100,893","$3,331,708"
290,CA,Sutter Santa Rosa Regional Hospital,Santa Rosa,84,"7,110","29,925","$1,122,550"
291,CA,Sutter Solano Medical Center,Vallejo,106,"3,629","18,566","$586,370"
292,CA,Sutter Surgical Hospital North Valley,Yuba City,14,254,544,"$99,160"
293,CA,Sutter Tracy Community Hospital,Tracy,77,"3,532","13,133","$555,716"
294,CA,Temecula Valley Hospital,Temecula,140,"9,406","45,581","$1,314,560"
295,CA,The Keck Hospital of USC,Los Angeles,331,"10,683","79,782","$4,265,373"
296,CA,Thousand Oaks Surgical Hospital,Thousand Oaks,21,"1,284","2,877","$175,711"
297,CA,Torrance Memorial Medical Center,Torrance,533,"26,879","118,033","$4,910,299"
298,CA,Tri-City Medical Center,Oceanside,320,"9,214","57,077","$1,395,964"
299,CA,Twin Cities Community Hospital,Templeton,122,"3,822","18,363","$1,033,855"
300,CA,UC Davis Medical Center,Sacramento,632,"27,619","194,640","$11,438,707"
301,CA,UC San Diego Medical Center,San Diego,741,"35,704","231,111","$9,721,320"
302,CA,UCI Health,Orange,441,"22,651","124,795","$5,277,530"
303,CA,UCLA Mattel Children's Hospital,Los Angeles,0,0,0,$0
304,CA,UCLA Santa Monica Medical Center,Santa Monica,281,"14,429","81,992","$2,150,201"
305,CA,UCSF Betty Irene Moore Women's Hospital,San Francisco,0,0,0,$0
306,CA,UCSF Helen Diller Medical Center at Parnassus Heights,San Francisco,809,"34,304","254,081","$18,796,113"
307,CA,UCSF Medical Center at Mission Bay,San Francisco,0,0,0,$0
308,CA,USC Arcadia Hospital,Arcadia,348,"11,407","58,770","$1,589,600"
309,CA,USC Norris Comprehensive Cancer Center,Los Angeles,60,"1,426","12,329","$1,244,221"
310,CA,USC Verdugo Hills Hospital,Glendale,158,"4,712","19,883","$858,265"
311,CA,VA Loma Linda Healthcare System,Loma Linda,0,0,0,$0
312,CA,VA Long Beach Healthcare System,Long Beach,0,0,0,$0
313,CA,Vacaville Medical Center,Vacaville,144,"5,897","27,311","$1,445,540"
314,CA,Vallejo Hospital & Medical Offices,Vallejo,232,"7,238","34,511","$1,686,066"
315,CA,Valley Presbyterian Hospital,Van Nuys,350,"12,135","63,107","$913,558"
316,CA,Ventura County Medical Center,Ventura,272,"12,479","56,179","$1,974,206"
317,CA,Victor Valley Global Medical Center,Victorville,101,"5,445","22,496","$344,675"
318,CA,Visalia Ambulatory Surgical Center,Visalia,0,0,0,$0
319,CA,Walnut Creek Medical Center,Walnut Creek,249,"11,818","55,530","$2,121,222"
320,CA,Walnut Creek Medical Center,Walnut Creek,554,"20,838","99,163","$5,017,117"
321,CA,Washington Hospital Healthcare System,Fremont,385,"9,819","56,618","$2,324,226"
322,CA,Watsonville Community Hospital,Watsonville,106,"3,314","14,102","$950,535"
323,CA,Weed Army Community Hospital,Fort Irwin,0,0,0,$0
324,CA,West Anaheim Medical Center,Anaheim,219,"5,275","26,050","$552,794"
325,CA,West Coast Surgery,Palm Desert,0,0,0,$0
326,CA,West Covina Medical Center,West Covina,46,470,"1,419","$138,554"
327,CA,West Hills Hospital & Medical Center,West Hills,214,"7,622","38,125","$2,443,998"
328,CA,West Los Angeles Medical Center,Los Angeles,265,"9,061","38,454","$1,800,124"
329,CA,West Los Angeles VA Medical Center,Los Angeles,0,0,0,$0
330,CA,Whittier Hospital Medical Center,Whittier,178,"5,334","23,210","$661,126"
331,CA,Wilma Chan Highland Hospital,Oakland,434,"12,000","63,542","$2,755,462"
332,CA,Woodland Memorial Hospital,Woodland,105,"2,982","11,729","$881,579"
333,CA,Zuckerberg San Francisco General Hospital and Trauma Center,San Francisco,397,"13,738","81,542","$3,656,345"
0,CO,Rocky Mountain Regional VA Medical Center,Aurora,0,0,0,$0
1,CO,Animas Surgical Hospital,Durango,12,555,689,"$149,741"
2,CO,Banner Fort Collins Medical Center,Fort Collins,29,"1,310","4,611","$125,237"
3,CO,Banner North Colorado Medical Center,Greeley,208,"8,321","48,457","$1,074,648"
4,CO,Centennial Hospital,Centennial,0,0,0,$0
5,CO,Centura - Avista Adventist Hospital,Louisville,108,"4,205","16,274","$696,542"
6,CO,Centura - Castle Rock Adventist Hospital,Castle Rock,53,"3,663","13,702","$667,334"
7,CO,Centura - Littleton Adventist Hospital,Littleton,201,"9,140","42,295","$1,579,743"
8,CO,Centura - Longmont United Hospital,Longmont,127,"3,630","12,941","$629,129"
9,CO,Centura - Mercy Hospital,Durango,71,"4,317","20,366","$981,273"
10,CO,Centura - Parker Adventist Hospital,Parker,162,"8,525","37,063","$1,581,607"
11,CO,Centura - Penrose Hospital,Colorado Springs,508,"23,476","123,185","$3,670,852"
12,CO,Centura - Porter Adventist Hospital,Denver,224,"6,284","35,041","$1,614,556"
13,CO,Centura - St. Anthony Hospital,Lakewood,237,"12,101","68,671","$2,577,618"
14,CO,Centura - St. Anthony North Hospital,Westminster,118,"7,094","29,816","$1,392,014"
